index	answer	question	image_path
523	[[0.145, 0.004], [0.371, 0.004], [0.371, 1.0], [0.145, 1.0]]	find the bridge located on the left side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016693.jpg
524	[[0.207, 0.168], [0.25, 0.168], [0.25, 0.223], [0.207, 0.223]]	find the on the upper left ship from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016693.jpg
525	[[0.621, 0.004], [0.91, 0.004], [0.91, 1.0], [0.621, 1.0]]	find the bridge located on the right side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016697.jpg
526	[[0.711, 0.551], [0.746, 0.551], [0.746, 0.605], [0.711, 0.605]]	the marine vessel that is in the middle right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016697.jpg
527	[[0.734, 0.004], [1.0, 0.004], [1.0, 1.0], [0.734, 1.0]]	locate the bridge on the right side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016698.jpg
528	[[0.707, 0.176], [0.746, 0.176], [0.746, 0.223], [0.707, 0.223]]	locate the vessel at the top right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016698.jpg
529	[[0.801, 0.004], [1.0, 0.004], [1.0, 1.0], [0.801, 1.0]]	the bridge towards the right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016699.jpg
530	[[0.648, 0.004], [0.926, 0.004], [0.926, 1.0], [0.648, 1.0]]	find the bridge located on the right side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016701.jpg
531	[[0.512, 0.004], [0.895, 0.004], [0.895, 1.0], [0.512, 1.0]]	locate the bridge towards the right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016702.jpg
532	[[0.383, 0.004], [0.797, 0.004], [0.797, 1.0], [0.383, 1.0]]	find the bridge located center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016703.jpg
533	[[0.258, 0.004], [0.691, 0.004], [0.691, 1.0], [0.258, 1.0]]	locate the bridge center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016704.jpg
534	[[0.125, 0.004], [0.539, 0.004], [0.539, 1.0], [0.125, 1.0]]	find the bridge located center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016705.jpg
535	[[0.016, 0.004], [0.391, 0.004], [0.391, 1.0], [0.016, 1.0]]	find the bridge located in the middle left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016706.jpg
536	[[0.285, 0.535], [0.312, 0.535], [0.312, 0.594], [0.285, 0.594]]	find the in the middle left boat from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016706.jpg
537	[[0.168, 0.012], [0.781, 0.012], [0.781, 1.0], [0.168, 1.0]]	locate the bridge center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016734.jpg
538	[[0.008, 0.004], [0.555, 0.004], [0.555, 1.0], [0.008, 1.0]]	locate the bridge on the left side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016735.jpg
539	[[0.41, 0.605], [0.445, 0.605], [0.445, 0.652], [0.41, 0.652]]	find the marine vessel located center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016735.jpg
540	[[0.355, 0.004], [0.555, 0.004], [0.555, 1.0], [0.355, 1.0]]	find the bridge located center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016740.jpg
541	[[0.391, 0.004], [0.559, 0.004], [0.559, 1.0], [0.391, 1.0]]	locate the bridge center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016742.jpg
542	[[0.262, 0.004], [0.555, 0.004], [0.555, 1.0], [0.262, 1.0]]	locate the bridge center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016743.jpg
543	[[0.141, 0.004], [0.523, 0.004], [0.523, 1.0], [0.141, 1.0]]	locate the bridge center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016744.jpg
544	[[0.004, 0.004], [1.0, 0.004], [1.0, 1.0], [0.004, 1.0]]	the bridge center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016745.jpg
545	[[0.016, 0.008], [0.422, 0.008], [0.422, 1.0], [0.016, 1.0]]	the bridge towards the left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016745.jpg
546	[[0.004, 0.262], [0.297, 0.262], [0.297, 0.387], [0.004, 0.387]]	find the marine vessel located in the top left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016754.jpg
547	[[0.516, 0.906], [0.66, 0.906], [0.66, 1.0], [0.516, 1.0]]	among the 6 oil tanks, find the one bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016754.jpg
548	[[0.852, 0.812], [0.977, 0.812], [0.977, 0.91], [0.852, 0.91]]	find the storage tank located in the bottom right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016754.jpg
549	[[0.391, 0.918], [0.535, 0.918], [0.535, 1.0], [0.391, 1.0]]	locate the fuel tank bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016754.jpg
550	[[0.734, 0.887], [0.859, 0.887], [0.859, 0.98], [0.734, 0.98]]	the cylindrical tank that is at the bottom right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016754.jpg
551	[[0.918, 0.867], [1.0, 0.867], [1.0, 0.973], [0.918, 0.973]]	the oil tank in the bottom right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016754.jpg
552	[[0.922, 0.746], [1.0, 0.746], [1.0, 0.848], [0.922, 0.848]]	locate the storage tank in the bottom right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016754.jpg
553	[[0.082, 0.008], [0.215, 0.008], [0.215, 0.102], [0.082, 0.102]]	among the 7 storage tanks, find the one at the top left corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016757.jpg
554	[[0.102, 0.098], [0.234, 0.098], [0.234, 0.188], [0.102, 0.188]]	locate the storage tank on the upper left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016757.jpg
555	[[0.199, 0.039], [0.328, 0.039], [0.328, 0.125], [0.199, 0.125]]	the fuel tank that is on the upper left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016757.jpg
556	[[0.883, 0.043], [1.0, 0.043], [1.0, 0.133], [0.883, 0.133]]	the fuel tank that is in the top right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016757.jpg
557	[[0.797, 0.004], [0.922, 0.004], [0.922, 0.062], [0.797, 0.062]]	the storage tank that is at the top right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016757.jpg
558	[[0.043, 0.766], [0.16, 0.766], [0.16, 0.824], [0.043, 0.824]]	locate the marine vessel on the lower left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016757.jpg
559	[[0.18, 0.004], [0.312, 0.004], [0.312, 0.035], [0.18, 0.035]]	find the on the upper left storage tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016757.jpg
560	[[0.004, 0.004], [1.0, 0.004], [1.0, 1.0], [0.004, 1.0]]	locate the bridge center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016772.jpg
561	[[0.441, 0.004], [1.0, 0.004], [1.0, 1.0], [0.441, 1.0]]	find the bridge located on the right side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016773.jpg
562	[[0.379, 0.129], [0.422, 0.129], [0.422, 0.184], [0.379, 0.184]]	find the vessel located top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016773.jpg
563	[[0.223, 0.004], [0.812, 0.004], [0.812, 1.0], [0.223, 1.0]]	locate the bridge center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016774.jpg
564	[[0.004, 0.004], [0.609, 0.004], [0.609, 1.0], [0.004, 1.0]]	locate the bridge towards the left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016775.jpg
565	[[0.004, 0.004], [0.426, 0.004], [0.426, 0.68], [0.004, 0.68]]	the bridge on the left side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016776.jpg
566	[[0.066, 0.004], [0.195, 0.004], [0.195, 1.0], [0.066, 1.0]]	find the bridge located on the left side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016778.jpg
567	[[0.004, 0.004], [0.18, 0.004], [0.18, 1.0], [0.004, 1.0]]	locate the bridge on the left side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016779.jpg
568	[[0.012, 0.82], [0.047, 0.82], [0.047, 0.871], [0.012, 0.871]]	locate the vessel in the bottom left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016779.jpg
569	[[0.004, 0.004], [0.164, 0.004], [0.164, 0.777], [0.004, 0.777]]	find the bridge located towards the left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016780.jpg
570	[[0.473, 0.09], [1.0, 0.09], [1.0, 0.992], [0.473, 0.992]]	locate the bridge in the middle right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016814.jpg
571	[[0.258, 0.004], [0.863, 0.004], [0.863, 1.0], [0.258, 1.0]]	find the bridge located center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016815.jpg
572	[[0.691, 0.598], [0.723, 0.598], [0.723, 0.656], [0.691, 0.656]]	locate the ship on the right side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016815.jpg
573	[[0.926, 0.273], [0.953, 0.273], [0.953, 0.332], [0.926, 0.332]]	locate the vessel at the top right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016815.jpg
574	[[0.062, 0.004], [0.633, 0.004], [0.633, 1.0], [0.062, 1.0]]	locate the bridge center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016816.jpg
575	[[0.699, 0.23], [0.73, 0.23], [0.73, 0.289], [0.699, 0.289]]	among the 5 marine vessels, find the one on the upper right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016816.jpg
576	[[0.16, 0.402], [0.191, 0.402], [0.191, 0.453], [0.16, 0.453]]	locate the vessel in the middle left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016816.jpg
577	[[0.004, 0.004], [0.371, 0.004], [0.371, 0.707], [0.004, 0.707]]	find the bridge located on the left side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016817.jpg
578	[[0.156, 0.027], [0.188, 0.027], [0.188, 0.078], [0.156, 0.078]]	find the vessel located in the top left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016817.jpg
579	[[0.305, 0.082], [1.0, 0.082], [1.0, 1.0], [0.305, 1.0]]	locate the bridge center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016853.jpg
580	[[0.703, 0.082], [0.754, 0.082], [0.754, 0.172], [0.703, 0.172]]	the marine vessel that is in the top right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016853.jpg
581	[[0.074, 0.004], [0.738, 0.004], [0.738, 1.0], [0.074, 1.0]]	locate the bridge center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016854.jpg
582	[[0.016, 0.004], [0.465, 0.004], [0.465, 0.758], [0.016, 0.758]]	find the bridge located towards the left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016855.jpg
583	[[0.176, 0.207], [1.0, 0.207], [1.0, 0.98], [0.176, 0.98]]	find the bridge located center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016888.jpg
584	[[0.324, 0.461], [0.375, 0.461], [0.375, 0.555], [0.324, 0.555]]	find the boat located center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016888.jpg
585	[[0.121, 0.383], [0.152, 0.383], [0.152, 0.434], [0.121, 0.434]]	the ship that is towards the left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016888.jpg
586	[[0.004, 0.004], [0.773, 0.004], [0.773, 0.91], [0.004, 0.91]]	the bridge center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016889.jpg
587	[[0.332, 0.09], [0.379, 0.09], [0.379, 0.184], [0.332, 0.184]]	the marine vessel top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016889.jpg
588	[[0.252, 0.924], [0.368, 0.924], [0.368, 1.0], [0.252, 1.0]]	the bridge that is in the bottom left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016910.jpg
589	[[0.626, 0.807], [0.681, 0.807], [0.681, 0.861], [0.626, 0.861]]	find the bottom-center bridge from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016910.jpg
590	[[0.786, 0.135], [0.813, 0.135], [0.813, 0.158], [0.786, 0.158]]	find the at the top right corner boat from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016910.jpg
591	[[0.938, 0.0], [0.959, 0.0], [0.959, 0.028], [0.938, 0.028]]	locate the ship in the top right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016910.jpg
592	[[0.796, 0.295], [0.821, 0.295], [0.821, 0.316], [0.796, 0.316]]	locate the marine vessel on the upper right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016910.jpg
593	[[0.954, 0.447], [0.983, 0.447], [0.983, 0.464], [0.954, 0.464]]	the ship on the right side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016910.jpg
594	[[0.614, 0.001], [0.638, 0.001], [0.638, 0.022], [0.614, 0.022]]	the ship top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016910.jpg
595	[[0.605, 0.25], [0.63, 0.25], [0.63, 0.27], [0.605, 0.27]]	find the marine vessel located top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016910.jpg
596	[[0.892, 0.24], [0.915, 0.24], [0.915, 0.259], [0.892, 0.259]]	find the boat located on the upper right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016910.jpg
